Type,Tracking Number,Case Type,Intake Date,Closed Date,Finding,Result,Respondent Agency,Received By,Staff Assigned To,Mediation Requested,Region,No basis identified,SNAPPER Issue,Status,Mediation Start Date,Mediation End Date,LEP,Complainant City,Respondent First Name,Respondent Race,Respondent Sex,Respondent City,External Agency,Client Type,Date Response Submitted,Date Sent to FNS,Exteranl Agency Due Date,Created Date,DUE Date,Date Assigned,FNS Concurrence Date,How Received
Comment,Q04222021.0200014,51 - Administrative Complaint,4/21/2021,,,,DONS,"Jevon Wisoky, Ms.","Sanchez, Alessandro",N,REGION 03,N,,Open,,,N,Fort Worth,Brutus,2-BLACK,F,Fort Worth,#N/A,,,,,4/22/2021,4/29/2021,4/21/2021,,Email
Comment,Q04292021.0200004,11 - Employment Discrimination Complaint,4/27/2021,,,,DONS,"Jevon Wisoky, Ms.","Perkins, Eduardo",N,REGION 06,N,,Open,,,N,Houston,Dot,2-BLACK,F,Houston,#N/A,,,,,4/29/2021,5/6/2021,4/27/2021,,Email
Comment,Q04092021.0200006,41 - Reasonable Accommodation Request,4/7/2021,,,,,"Schaden, Brannon","Dalton, Troy",N,REGION 02,N,,Open,,,N,Wichita Falls,,,,,#N/A,,,,,4/9/2021,4/16/2021,4/9/2021,,Email
Comment,Q04282021.0200010,41 - Reasonable Accommodation Request,4/28/2021,,,,,"Schaden, Brannon","Sanchez, Alessandro",N,REGION 03,N,,Open,,,N,Fort Worth,,,,,#N/A,,,,,4/28/2021,5/5/2021,4/28/2021,,Email
Comment,Q03172021.0200006,41 - Reasonable Accommodation Request,3/16/2021,,,,,"Schaden, Brannon","Jimenez, Rosa",N,REGION 06,N,,Open,,,N,Houston,,,,,#N/A,,,,,3/17/2021,3/24/2021,3/17/2021,,Email
Comment,Q04012021.0200004,41 - Reasonable Accommodation Request,3/31/2021,,,,,"Schaden, Brannon","Gibson, Braylen",N,REGION 07,N,,Open,,,N,Austin,,,,,#N/A,,,,,4/1/2021,4/8/2021,4/1/2021,,Email
Comment,Q03252021.0200009,41 - Reasonable Accommodation Request,3/25/2021,,,,,"Schaden, Brannon","Taylor, Micaela",N,REGION 00,N,,Open,,,N,Austin,,,,,#N/A,,,,,3/25/2021,4/5/2021,3/25/2021,,Email
Comment,Q04262021.0200002,41 - Reasonable Accommodation Request,4/23/2021,,,,,"Schaden, Brannon","Brewer, Sincere",N,REGION 07,N,,Open,,,N,Austin,,,,,#N/A,,,,,4/26/2021,5/4/2021,4/23/2021,,Email
Comment,Q04092021.0200009,41 - Reasonable Accommodation Request,4/9/2021,,,,,"Schaden, Brannon","Walsh, Zack",N,REGION 06,N,,Open,,,N,Houston,,,,,#N/A,,,,,4/9/2021,4/16/2021,4/9/2021,,Email
Inquiry,Q10212019.0200003,30 - Contracts Inquiry/Contact,10/17/2019,,,,,"Braun, Maegan","Gibson, Braylen",N,REGION 00,N,,Open,,,N,Brenham,,,,,#N/A,,,,,10/21/2019,10/22/2020,10/17/2019,,Phone
Comment,Q04192021.0200006,41 - Reasonable Accommodation Request,4/19/2021,,,,,"Schaden, Brannon","Mcneil, Gerald",N,REGION 08,N,,Open,,,N,San Antonio,,,,,#N/A,,,,,4/19/2021,4/26/2021,4/19/2021,,Email
Comment,Q03312021.0200006,41 - Reasonable Accommodation Request,3/30/2021,,,,,"Schaden, Brannon","Sanchez, Alessandro",N,REGION 03,N,,Open,,,N,Arlington,,,,,#N/A,,,,,3/31/2021,4/7/2021,3/31/2021,,Email
Comment,Q03312021.0200004,41 - Reasonable Accommodation Request,3/31/2021,,,,,"Schaden, Brannon","Rivas, Gilberto",N,REGION 06,N,,Open,,,N,Houston,,,,,#N/A,,,,,3/31/2021,4/7/2021,3/31/2021,,Email
Comment,Q04262021.0200001,41 - Reasonable Accommodation Request,4/23/2021,,,,,"Schaden, Brannon","Maxwell, Ignacio",N,REGION 03,N,,Open,,,N,Fort Worth,,,,,#N/A,,,,,4/26/2021,5/3/2021,4/26/2021,,Email
Comment,Q04302021.0200002,41 - Reasonable Accommodation Request,4/29/2021,,,,,"Schaden, Brannon","Jimenez, Rosa",N,REGION 06,N,,Open,,,N,Pearland,,,,,#N/A,,,,,4/30/2021,5/7/2021,4/29/2021,,Email
Comment,Q02262021.0200005,41 - Reasonable Accommodation Request,2/25/2021,,,,,"Schaden, Brannon","Rice, Lisa",N,REGION 06,N,,Open,,,N,Austin,,,,,#N/A,,,,,2/26/2021,3/5/2021,2/26/2021,,Email
Comment,Q04202021.0200014,41 - Reasonable Accommodation Request,4/20/2021,,,,,"Schaden, Brannon","Walls, Rey",N,REGION 03,N,,Open,,,N,Dallas,,,,,#N/A,,,,,4/20/2021,4/27/2021,4/20/2021,,Email
Comment,Q03162021.0200003,41 - Reasonable Accommodation Request,3/16/2021,,,,,"Schaden, Brannon","Wang, Carter",N,REGION 09,N,,Open,,,N,Midland,,,,,#N/A,,,,,3/16/2021,3/23/2021,3/16/2021,,Email
Comment,Q03262021.0200030,41 - Reasonable Accommodation Request,3/26/2021,,,,,"Schaden, Brannon","Mcneil, Gerald",N,REGION 10,N,,Open,,,N,El Paso,,,,,#N/A,,,,,3/26/2021,5/4/2021,3/26/2021,,Email
Comment,Q03302021.0200001,41 - Reasonable Accommodation Request,3/29/2021,,,,,"Schaden, Brannon","Hensley, Roman",N,REGION 11,N,,Open,,,N,Laredo,,,,,#N/A,,,,,3/30/2021,4/6/2021,3/29/2021,,Email
Comment,Q04062021.0200005,41 - Reasonable Accommodation Request,4/6/2021,,,,,"Schaden, Brannon","Hensley, Roman",N,REGION 10,N,,Open,,,N,El Paso,,,,,#N/A,,,,,4/6/2021,5/4/2021,4/6/2021,,Email
Comment,Q04152021.0200008,41 - Reasonable Accommodation Request,4/15/2021,,,,,"Schaden, Brannon","Walsh, Zack",N,REGION 06,N,,Open,,,N,Houston,,,,,#N/A,,,,,4/15/2021,4/22/2021,4/15/2021,,Email
Comment,Q04222021.0200029,41 - Reasonable Accommodation Request,4/22/2021,,,,,"Schaden, Brannon","Walls, Rey",N,REGION 03,N,,Open,,,N,Dallas,,,,,#N/A,,,,,4/22/2021,4/29/2021,4/22/2021,,Email
Comment,Q04072021.0200007,41 - Reasonable Accommodation Request,4/7/2021,,,,,"Schaden, Brannon","Maxwell, Ignacio",N,REGION 08,N,,Open,,,N,San Antonio,,,,,#N/A,,,,,4/7/2021,5/4/2021,4/7/2021,,Email
Comment,Q04282021.0200003,41 - Reasonable Accommodation Request,4/27/2021,,,,,"Schaden, Brannon","Patel, Kaitlynn",N,REGION 08,N,,Open,,,N,Boerne,,,,,#N/A,,,,,4/28/2021,5/5/2021,4/28/2021,,Email
Comment,Q04282021.0200004,41 - Reasonable Accommodation Request,4/28/2021,,,,,"Schaden, Brannon","Spence, Imani",N,REGION 08,N,,Open,,,N,San Antonio,,,,,#N/A,,,,,4/28/2021,5/5/2021,4/28/2021,,Email
Comment,Q03122021.0200004,41 - Reasonable Accommodation Request,3/12/2021,,,,,"Schaden, Brannon","Brewer, Sincere",N,REGION 07,N,,Open,,,N,Round Rock,,,,,#N/A,,,,,3/12/2021,3/19/2021,3/12/2021,,Email
Comment,Q03012021.0200003,41 - Reasonable Accommodation Request,2/26/2021,,,,,"Schaden, Brannon","Wang, Carter",N,REGION 07,N,,Open,,,N,Brenham,,,,,#N/A,,,,,3/1/2021,5/4/2021,2/26/2021,,Email
Comment,Q04062021.0200004,41 - Reasonable Accommodation Request,4/6/2021,,,,,"Schaden, Brannon","Mcneil, Gerald",N,REGION 10,N,,Open,,,N,El Paso,,,,,#N/A,,,,,4/6/2021,4/13/2021,4/6/2021,,Email
Comment,Q03252021.0200001,41 - Reasonable Accommodation Request,3/24/2021,,,,,"Schaden, Brannon","Welch, Braydon",N,REGION 07,N,,Open,,,N,Austin,,,,,#N/A,,,,,3/25/2021,5/4/2021,3/24/2021,,Email
Comment,Q04222021.0200005,41 - Reasonable Accommodation Request,4/21/2021,,,,,"Schaden, Brannon","Jimenez, Rosa",N,REGION 04,N,,Open,,,N,Athens,,,,,#N/A,,,,,4/22/2021,4/29/2021,4/22/2021,,Email
Comment,Q03232021.0200004,41 - Reasonable Accommodation Request,3/23/2021,,,,,"Schaden, Brannon","Welch, Braydon",N,REGION 07,N,,Open,,,N,San Marcos,,,,,#N/A,,,,,3/23/2021,3/30/2021,3/23/2021,,Email
Comment,Q03232021.0200007,41 - Reasonable Accommodation Request,3/23/2021,,,,,"Schaden, Brannon","Dalton, Troy",N,REGION 03,N,,Open,,,N,Dallas,,,,,#N/A,,,,,3/23/2021,5/4/2021,3/23/2021,,Email
Comment,Q04052021.0200008,41 - Reasonable Accommodation Request,4/5/2021,,,,,"Schaden, Brannon","Jimenez, Rosa",N,REGION 04,N,,Open,,,N,Rusk,,,,,#N/A,,,,,4/5/2021,4/12/2021,4/5/2021,,Fax
Comment,Q03252021.0200010,41 - Reasonable Accommodation Request,3/25/2021,,,,,"Schaden, Brannon","Walsh, Zack",N,REGION 06,N,,Open,,,N,Houston,,,,,#N/A,,,,,3/25/2021,4/1/2021,3/25/2021,,Email
Comment,Q04162021.0200009,41 - Reasonable Accommodation Request,4/16/2021,,,,,"Schaden, Brannon","Welch, Braydon",N,REGION 07,N,,Open,,,N,Austin,,,,,#N/A,,,,,4/16/2021,4/23/2021,4/16/2021,,Email
Comment,Q04092021.0200002,41 - Reasonable Accommodation Request,4/8/2021,,,,,"Schaden, Brannon","Taylor, Micaela",N,REGION 00,N,,Open,,,N,Austin,,,,,#N/A,,,,,4/9/2021,4/16/2021,4/9/2021,,Email
Comment,Q04082021.0200003,41 - Reasonable Accommodation Request,4/7/2021,,,,,"Schaden, Brannon","Walsh, Zack",N,REGION 06,N,,Open,,,N,Houston,,,,,#N/A,,,,,4/8/2021,4/15/2021,4/7/2021,,Email
Comment,Q04262021.0200004,41 - Reasonable Accommodation Request,4/23/2021,,,,,"Schaden, Brannon","Sosa, Haiden",N,REGION 03,N,,Open,,,N,Arlington,,,,,#N/A,,,,,4/26/2021,5/3/2021,4/26/2021,,Email
Comment,Q03042021.0200005,41 - Reasonable Accommodation Request,3/4/2021,,,,,"Schaden, Brannon","Hendrix, Braydon",N,REGION 11,N,,Open,,,N,Edinburg,,,,,#N/A,,,,,3/4/2021,3/11/2021,3/4/2021,,Email
Comment,Q05032021.0200004,41 - Reasonable Accommodation Request,4/30/2021,,,,,"Schaden, Brannon","Gibson, Braylen",N,REGION 00,N,,Open,,,N,Austin,,,,,#N/A,,,,,5/3/2021,5/10/2021,4/30/2021,,Email
Comment,Q04162021.0200013,41 - Reasonable Accommodation Request,4/16/2021,,,,,"Schaden, Brannon","Jimenez, Rosa",N,REGION 06,N,,Open,,,N,Conroe,,,,,#N/A,,,,,4/16/2021,4/23/2021,4/16/2021,,Email
Comment,Q03182021.0200005,41 - Reasonable Accommodation Request,3/17/2021,,,,,"Schaden, Brannon","Walsh, Zack",N,REGION 04,N,,Open,,,N,Rusk,,,,,#N/A,,,,,3/18/2021,3/25/2021,3/18/2021,,Fax
Comment,Q04232021.0200004,41 - Reasonable Accommodation Request,4/23/2021,,,,,"Schaden, Brannon","Walsh, Zack",N,REGION 06,N,,Open,,,N,Houston,,,,,#N/A,,,,,4/23/2021,4/30/2021,4/23/2021,,Email
Comment,Q04302021.0200003,41 - Reasonable Accommodation Request,4/28/2021,,,,,"Schaden, Brannon","Hensley, Roman",N,REGION 11,N,,Open,,,N,Harlingen,,,,,#N/A,,,,,4/30/2021,5/7/2021,4/30/2021,,Fax
Comment,Q04222021.0200006,41 - Reasonable Accommodation Request,4/21/2021,,,,,"Schaden, Brannon","Hensley, Roman",N,REGION 11,N,,Open,,,N,Harlingen,,,,,#N/A,,,,,4/22/2021,5/3/2021,4/22/2021,,Email
Comment,Q04082021.0200002,41 - Reasonable Accommodation Request,4/7/2021,,,,,"Schaden, Brannon","Jimenez, Rosa",N,REGION 05,N,,Open,,,N,Beaumont,,,,,#N/A,,,,,4/8/2021,4/15/2021,4/7/2021,,Email
Comment,Q03112021.0200002,41 - Reasonable Accommodation Request,3/10/2021,,,,,"Schaden, Brannon","Rivas, Gilberto",N,REGION 04,N,,Open,,,N,Rusk,,,,,#N/A,,,,,3/11/2021,3/18/2021,3/11/2021,,Fax
Comment,Q03312021.0200009,41 - Reasonable Accommodation Request,3/31/2021,,,,,"Schaden, Brannon","Wang, Carter",N,REGION 07,N,,Open,,,N,Austin,,,,,#N/A,,,,,3/31/2021,5/4/2021,3/31/2021,,Email
Comment,Q03162021.0200002,41 - Reasonable Accommodation Request,3/16/2021,,,,,"Schaden, Brannon","Walsh, Zack",N,REGION 06,N,,Open,,,N,Galveston,,,,,#N/A,,,,,3/16/2021,3/23/2021,3/16/2021,,Email
Comment,Q04292021.0200002,41 - Reasonable Accommodation Request,4/29/2021,,,,,"Schaden, Brannon","Walsh, Zack",N,REGION 06,N,,Open,,,N,Houston,,,,,#N/A,,,,,4/29/2021,5/6/2021,4/29/2021,,Email
Comment,Q03242021.0200002,41 - Reasonable Accommodation Request,3/23/2021,,,,,"Schaden, Brannon","Rivas, Gilberto",N,REGION 06,N,,Open,,,N,Houston,,,,,#N/A,,,,,3/24/2021,3/31/2021,3/24/2021,,Email
Comment,Q03232021.0200009,41 - Reasonable Accommodation Request,3/23/2021,,,,,"Schaden, Brannon","Rivas, Gilberto",N,REGION 06,N,,Open,,,N,Houston,,,,,#N/A,,,,,3/23/2021,3/30/2021,3/23/2021,,Email
Comment,Q04262021.0200011,41 - Reasonable Accommodation Request,4/26/2021,,,,,"Schaden, Brannon","Osborne, Kaiya",N,REGION 10,N,,Open,,,N,El Paso,,,,,#N/A,,,,,4/26/2021,5/3/2021,4/26/2021,,Email
Comment,Q04132021.0200010,41 - Reasonable Accommodation Request,4/13/2021,,,,,"Schaden, Brannon","Ibarra, Sage",N,REGION 03,N,,Open,,,N,Plano,,,,,#N/A,,,,,4/13/2021,4/20/2021,4/13/2021,,Email
Comment,Q04162021.0200008,41 - Reasonable Accommodation Request,4/16/2021,,,,,"Schaden, Brannon","Gibson, Braylen",N,REGION 07,N,,Open,,,N,Mexia,,,,,#N/A,,,,,4/16/2021,5/4/2021,4/16/2021,,Email
Comment,Q04202021.0200001,41 - Reasonable Accommodation Request,4/19/2021,,,,,"Schaden, Brannon","Brewer, Sincere",N,REGION 07,N,,Open,,,N,Austin,,,,,#N/A,,,,,4/20/2021,5/4/2021,4/19/2021,,Email
Comment,Q05032021.0200003,41 - Reasonable Accommodation Request,4/30/2021,,,,,"Schaden, Brannon","Wang, Carter",N,REGION 00,N,,Open,,,N,Austin,,,,,#N/A,,,,,5/3/2021,5/10/2021,4/30/2021,,Email
Comment,Q03222021.0200013,41 - Reasonable Accommodation Request,3/22/2021,,,,,"Schaden, Brannon","Mcneil, Gerald",N,REGION 10,N,,Open,,,N,El Paso,,,,,#N/A,,,,,3/22/2021,3/29/2021,3/22/2021,,Email
Comment,Q04302021.0200012,41 - Reasonable Accommodation Request,4/30/2021,,,,,"Schaden, Brannon","Sosa, Haiden",N,REGION 01,N,,Open,,,N,Amarillo,,,,,#N/A,,,,,4/30/2021,5/7/2021,4/30/2021,,Email
Comment,Q04272021.0200001,41 - Reasonable Accommodation Request,4/26/2021,,,,,"Schaden, Brannon","Dalton, Troy",N,REGION 03,N,,Open,,,N,Arlington,,,,,#N/A,,,,,4/27/2021,5/4/2021,4/26/2021,,Email
Comment,Q03262021.0200002,41 - Reasonable Accommodation Request,3/26/2021,,,,,"Schaden, Brannon","Rivas, Gilberto",N,REGION 06,N,,Open,,,N,Conroe,,,,,#N/A,,,,,3/26/2021,4/2/2021,3/26/2021,,Email
Comment,Q04222021.0200007,41 - Reasonable Accommodation Request,4/21/2021,,,,,"Schaden, Brannon","Sanchez, Alessandro",N,REGION 03,N,,Open,,,N,Denton,,,,,#N/A,,,,,4/22/2021,4/29/2021,4/22/2021,,Email
Comment,Q03082021.0200007,41 - Reasonable Accommodation Request,3/8/2021,,,,,"Schaden, Brannon","Maxwell, Ignacio",N,REGION 08,N,,Open,,,N,New Braunfels,,,,,#N/A,,,,,3/8/2021,3/15/2021,3/8/2021,,Email
Comment,Q03302021.0200009,41 - Reasonable Accommodation Request,3/30/2021,,,,,"Schaden, Brannon","Jimenez, Rosa",N,REGION 06,N,,Open,,,N,Pasadena,,,,,#N/A,,,,,3/30/2021,4/6/2021,3/30/2021,,Email
Comment,Q04282021.0200005,41 - Reasonable Accommodation Request,4/27/2021,,,,,"Schaden, Brannon","Rivas, Gilberto",N,REGION 06,N,,Open,,,N,Houston,,,,,#N/A,,,,,4/28/2021,5/5/2021,4/28/2021,,Email
Comment,Q04062021.0200001,41 - Reasonable Accommodation Request,4/5/2021,,,,,"Schaden, Brannon","Walsh, Zack",N,REGION 04,N,,Open,,,N,Longview,,,,,#N/A,,,,,4/6/2021,4/13/2021,4/5/2021,,Email
Comment,Q04132021.0200006,41 - Reasonable Accommodation Request,4/13/2021,,,,,"Schaden, Brannon","Rivas, Gilberto",N,REGION 04,N,,Open,,,N,Rusk,,,,,#N/A,,,,,4/13/2021,4/20/2021,4/13/2021,,Fax
Comment,Q04152021.0200004,41 - Reasonable Accommodation Request,4/14/2021,,,,,"Schaden, Brannon","Rivas, Gilberto",N,REGION 06,N,,Open,,,N,Richmond,,,,,#N/A,,,,,4/15/2021,5/4/2021,4/15/2021,,Email
Comment,Q04192021.0200005,13 - Employment MII,4/8/2021,,,,,"Haag, Brayan","Grimes, Maximus",N,REGION 02,N,,Open,,,N,Vernon,,,,,#N/A,,,,,4/19/2021,4/26/2021,4/14/2021,,Email
Comment,Q04232021.0200003,41 - Reasonable Accommodation Request,4/23/2021,,,,,"Schaden, Brannon","Jimenez, Rosa",N,REGION 05,N,,Open,,,N,Beaumont,,,,,#N/A,,,,,4/23/2021,4/30/2021,4/23/2021,,Email
Comment,Q04072021.0200010,41 - Reasonable Accommodation Request,4/7/2021,,,,,"Schaden, Brannon","Rivas, Gilberto",N,REGION 04,N,,Open,,,N,Rusk,,,,,#N/A,,,,,4/7/2021,4/14/2021,4/7/2021,,Fax
Comment,Q03312021.0200003,41 - Reasonable Accommodation Request,3/31/2021,,,,,"Schaden, Brannon","Rice, Lisa",N,REGION 00,N,,Open,,,N,Austin,,,,,#N/A,,,,,3/31/2021,4/7/2021,3/31/2021,,Email
Comment,Q05032021.0200008,41 - Reasonable Accommodation Request,5/3/2021,,,,,"Schaden, Brannon","Patel, Kaitlynn",N,REGION 11,N,,Open,,,N,Harlingen,,,,,#N/A,,,,,5/3/2021,5/10/2021,5/3/2021,,Email
Comment,Q04292021.0200003,41 - Reasonable Accommodation Request,4/29/2021,,,,,"Schaden, Brannon","Mcneil, Gerald",N,REGION 11,N,,Open,,,N,Brownsville,,,,,#N/A,,,,,4/29/2021,5/6/2021,4/29/2021,,Email
Comment,Q04202021.0200011,13 - Employment MII,4/16/2021,,,,,"Haag, Brayan","Sosa, Haiden",N,REGION 01,N,,Open,,,N,Childress,,,,,#N/A,,,,,4/20/2021,4/27/2021,4/16/2021,,Email
Comment,Q04012021.0200005,41 - Reasonable Accommodation Request,4/1/2021,,,,,"Schaden, Brannon","Maxwell, Ignacio",N,REGION 08,N,,Open,,,N,San Antonio,,,,,#N/A,,,,,4/1/2021,4/8/2021,4/1/2021,,Email
Comment,Q04222021.0200033,41 - Reasonable Accommodation Request,4/22/2021,,,,,"Schaden, Brannon","Rivas, Gilberto",N,REGION 06,N,,Open,,,N,Houston,,,,,#N/A,,,,,4/22/2021,4/29/2021,4/22/2021,,Email
Comment,Q04132021.0200003,41 - Reasonable Accommodation Request,4/13/2021,,,,,"Schaden, Brannon","Maxwell, Ignacio",N,REGION 07,N,,Open,,,N,Killeen,,,,,#N/A,,,,,4/13/2021,4/20/2021,4/13/2021,,Email
Comment,Q03302021.0200004,41 - Reasonable Accommodation Request,3/30/2021,,,,,"Schaden, Brannon","Taylor, Micaela",N,REGION 00,N,,Open,,,N,Austin,,,,,#N/A,,,,,3/30/2021,4/6/2021,3/30/2021,,Email
Comment,Q04012021.0200007,41 - Reasonable Accommodation Request,4/1/2021,,,,,"Schaden, Brannon","Walsh, Zack",N,REGION 04,N,,Open,,,N,Rusk,,,,,#N/A,,,,,4/1/2021,4/8/2021,4/1/2021,,Fax
Comment,Q03302021.0200006,41 - Reasonable Accommodation Request,3/30/2021,,,,,"Schaden, Brannon","Walsh, Zack",N,REGION 04,N,,Open,,,N,Texarkana,,,,,#N/A,,,,,3/30/2021,4/6/2021,3/30/2021,,Email
Comment,Q04152021.0200010,41 - Reasonable Accommodation Request,4/15/2021,,,,,"Schaden, Brannon","Hendrix, Braydon",N,REGION 08,N,,Open,,,N,San Antonio,,,,,#N/A,,,,,4/15/2021,4/22/2021,4/15/2021,,Email
Comment,Q04062021.0200025,41 - Reasonable Accommodation Request,4/6/2021,,,,,"Schaden, Brannon","Walsh, Zack",N,REGION 06,N,,Open,,,N,Houston,,,,,#N/A,,,,,4/6/2021,4/13/2021,4/6/2021,,Email
Comment,Q04222021.0200004,41 - Reasonable Accommodation Request,4/20/2021,,,,,"Schaden, Brannon","Walsh, Zack",N,REGION 06,N,,Open,,,N,Rosenberg,,,,,#N/A,,,,,4/22/2021,4/29/2021,4/22/2021,,Email
Comment,Q04142021.0200007,41 - Reasonable Accommodation Request,4/14/2021,,,,,"Schaden, Brannon","Jimenez, Rosa",N,REGION 05,N,,Open,,,N,Lufkin,,,,,#N/A,,,,,4/14/2021,4/21/2021,4/14/2021,,Email
Comment,Q04192021.0200008,41 - Reasonable Accommodation Request,4/19/2021,,,,,"Schaden, Brannon","Rivas, Gilberto",N,REGION 06,N,,Open,,,N,Houston,,,,,#N/A,,,,,4/19/2021,4/26/2021,4/19/2021,,Email
Comment,Q04162021.0200011,41 - Reasonable Accommodation Request,4/16/2021,,,,,"Schaden, Brannon","Walsh, Zack",N,REGION 06,N,,Open,,,N,Conroe,,,,,#N/A,,,,,4/16/2021,4/23/2021,4/16/2021,,Email
Comment,Q04092021.0200004,41 - Reasonable Accommodation Request,4/9/2021,,,,,"Schaden, Brannon","Mcneil, Gerald",N,REGION 10,N,,Open,,,N,El Paso,,,,,#N/A,,,,,4/9/2021,5/4/2021,4/9/2021,,Email
Comment,Q04192021.0200004,41 - Reasonable Accommodation Request,4/19/2021,,,,,"Schaden, Brannon","Ibarra, Sage",N,REGION 03,N,,Open,,,N,Arlington,,,,,#N/A,,,,,4/19/2021,4/26/2021,4/19/2021,,Email
Comment,Q04162021.0200014,41 - Reasonable Accommodation Request,4/16/2021,,,,,"Schaden, Brannon","Sosa, Haiden",N,REGION 01,N,,Open,,,N,Pampa,,,,,#N/A,,,,,4/16/2021,4/23/2021,4/16/2021,,Email
Comment,Q03012021.0200005,41 - Reasonable Accommodation Request,3/1/2021,,,,,"Schaden, Brannon","Rivas, Gilberto",N,REGION 06,N,,Open,,,N,Houston,,,,,#N/A,,,,,3/1/2021,3/8/2021,3/1/2021,,Email
Comment,Q04052021.0200017,41 - Reasonable Accommodation Request,4/5/2021,,,,,"Schaden, Brannon","Rivas, Gilberto",N,REGION 06,N,,Open,,,N,Conroe,,,,,#N/A,,,,,4/5/2021,4/12/2021,4/5/2021,,Email
Comment,Q04052021.0200006,41 - Reasonable Accommodation Request,4/1/2021,,,,,"Schaden, Brannon","Sosa, Haiden",N,REGION 03,N,,Open,,,N,Dallas,,,,,#N/A,,,,,4/5/2021,4/12/2021,4/5/2021,,Email
Comment,Q03232021.0200005,41 - Reasonable Accommodation Request,3/23/2021,,,,,"Schaden, Brannon","Jimenez, Rosa",N,REGION 06,N,,Open,,,N,Conroe,,,,,#N/A,,,,,3/23/2021,3/30/2021,3/23/2021,,Email
Comment,Q03262021.0200023,41 - Reasonable Accommodation Request,3/26/2021,,,,,"Schaden, Brannon","Nunez, Nikolai",N,REGION 03,N,,Open,,,N,Grand Prairie,,,,,#N/A,,,,,3/26/2021,4/2/2021,3/26/2021,,Email
Comment,Q03262021.0200007,41 - Reasonable Accommodation Request,3/26/2021,,,,,"Schaden, Brannon","Maxwell, Ignacio",N,REGION 08,N,,Open,,,N,Kerrville,,,,,#N/A,,,,,3/26/2021,4/2/2021,3/26/2021,,Email
Comment,Q04062021.0200022,41 - Reasonable Accommodation Request,4/6/2021,,,,,"Schaden, Brannon","Welch, Braydon",N,REGION 07,N,,Open,,,N,Brenham,,,,,#N/A,,,,,4/6/2021,5/4/2021,4/6/2021,,Email
Comment,Q04282021.0200001,41 - Reasonable Accommodation Request,4/27/2021,,,,,"Schaden, Brannon","Rice, Lisa",N,REGION 07,N,,Open,,,N,Brenham,,,,,#N/A,,,,,4/28/2021,5/5/2021,4/28/2021,,Email
Comment,Q03262021.0200027,41 - Reasonable Accommodation Request,3/26/2021,,,,,"Schaden, Brannon","Dalton, Troy",N,REGION 03,N,,Open,,,N,Arlington,,,,,#N/A,,,,,3/26/2021,4/2/2021,3/26/2021,,Email
Comment,Q03302021.0200005,41 - Reasonable Accommodation Request,3/30/2021,,,,,"Schaden, Brannon","Ibarra, Sage",N,REGION 03,N,,Open,,,N,Dallas,,,,,#N/A,,,,,3/30/2021,4/6/2021,3/30/2021,,Email
Comment,Q04202021.0200009,41 - Reasonable Accommodation Request,4/20/2021,,,,,"Schaden, Brannon","Dalton, Troy",N,REGION 03,N,,Open,,,N,Terrell,,,,,#N/A,,,,,4/20/2021,4/27/2021,4/20/2021,,Email
Comment,Q02102021.0200002,13 - Employment MII,2/8/2021,,,,,"Reynolds, Maia","Grimes, Maximus",N,REGION 04,N,,Open,,,N,Nacogdoches,,,,,#N/A,,,,,2/10/2021,2/17/2021,2/10/2021,,Email
Comment,Q04302021.0200010,41 - Reasonable Accommodation Request,4/30/2021,,,,,"Schaden, Brannon","Rivas, Gilberto",N,REGION 04,N,,Open,,,N,Rusk,,,,,#N/A,,,,,4/30/2021,5/7/2021,4/30/2021,,Fax
Comment,Q04062021.0200008,41 - Reasonable Accommodation Request,4/6/2021,,,,,"Schaden, Brannon","Rivas, Gilberto",N,REGION 04,N,,Open,,,N,Longview,,,,,#N/A,,,,,4/6/2021,4/13/2021,4/6/2021,,Email
Comment,Q04152021.0200009,41 - Reasonable Accommodation Request,4/15/2021,,,,,"Schaden, Brannon","Wang, Carter",N,REGION 07,N,,Open,,,N,Waco,,,,,#N/A,,,,,4/15/2021,5/4/2021,4/15/2021,,Email
Comment,Q03172021.0200007,41 - Reasonable Accommodation Request,3/17/2021,,,,,"Schaden, Brannon","Rivas, Gilberto",N,REGION 05,N,,Open,,,N,Livingston,,,,,#N/A,,,,,3/17/2021,3/24/2021,3/17/2021,,Email
Comment,Q05032021.0200012,41 - Reasonable Accommodation Request,5/3/2021,,,,,"Schaden, Brannon","Walsh, Zack",N,REGION 06,N,,Open,,,N,Houston,,,,,#N/A,,,,,5/3/2021,5/10/2021,5/3/2021,,Email
Comment,Q02252021.0200005,41 - Reasonable Accommodation Request,2/25/2021,,,,,"Schaden, Brannon","Walsh, Zack",N,REGION 04,N,,Open,,,N,Rusk,,,,,#N/A,,,,,2/25/2021,5/4/2021,2/25/2021,,Fax
Comment,Q04052021.0200016,41 - Reasonable Accommodation Request,4/5/2021,,,,,"Schaden, Brannon","Gibson, Braylen",N,REGION 07,N,,Open,,,N,Brenham,,,,,#N/A,,,,,4/5/2021,5/4/2021,4/5/2021,,Email
Comment,Q04162021.0200010,41 - Reasonable Accommodation Request,4/16/2021,,,,,"Schaden, Brannon","Rivas, Gilberto",N,REGION 04,N,,Open,,,N,Rusk,,,,,#N/A,,,,,4/16/2021,4/23/2021,4/16/2021,,Fax
